SampleId,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
298,35,management,single,tertiary,no,331,no,no,cellular,14,aug,857,2,-1,0,unknown,True
299,37,management,married,tertiary,no,387,no,no,cellular,26,jul,128,2,419,1,failure,False
300,60,admin.,married,primary,no,41,no,no,cellular,26,aug,140,6,-1,0,unknown,False
301,43,services,single,secondary,no,550,yes,no,cellular,13,may,107,2,-1,0,unknown,False
302,67,retired,married,tertiary,no,1341,no,no,cellular,13,feb,706,1,-1,0,unknown,True
303,57,blue-collar,married,secondary,no,2192,no,no,unknown,15,may,208,2,-1,0,unknown,False
304,35,self-employed,married,tertiary,no,980,no,no,cellular,2,aug,428,2,336,6,failure,False
305,40,management,married,tertiary,no,3812,no,no,cellular,6,aug,58,4,-1,0,unknown,False
306,46,admin.,married,secondary,no,0,yes,yes,cellular,20,apr,239,2,259,2,failure,False
307,52,services,married,secondary,no,627,no,no,cellular,29,aug,174,10,-1,0,unknown,False
308,42,admin.,single,secondary,no,470,yes,no,telephone,12,may,207,4,-1,0,unknown,False
309,33,blue-collar,married,secondary,no,0,yes,no,telephone,14,jul,305,3,-1,0,unknown,False
310,34,blue-collar,married,primary,no,244,yes,no,unknown,27,may,15,13,-1,0,unknown,False
311,28,blue-collar,single,secondary,no,4229,yes,yes,cellular,5,may,205,2,-1,0,unknown,False
312,55,retired,married,tertiary,no,2996,no,no,unknown,5,jun,49,1,-1,0,unknown,False
313,35,admin.,single,secondary,no,181,yes,no,cellular,18,may,217,4,301,1,failure,False
314,28,management,single,tertiary,no,207,no,no,cellular,28,aug,129,1,94,4,failure,False
315,53,technician,divorced,secondary,yes,-63,no,yes,cellular,4,aug,531,1,-1,0,unknown,False
316,37,admin.,married,tertiary,no,23,yes,no,telephone,28,may,71,1,90,1,other,False
317,35,technician,married,secondary,no,483,yes,no,cellular,11,jul,165,2,-1,0,unknown,False
318,37,technician,married,secondary,no,261,no,no,cellular,29,aug,301,4,-1,0,unknown,False
319,43,entrepreneur,married,unknown,no,0,yes,no,cellular,24,jul,380,1,-1,0,unknown,False
320,36,blue-collar,married,secondary,no,1272,yes,no,cellular,17,apr,245,1,-1,0,unknown,False
321,47,management,single,tertiary,no,512,no,no,cellular,15,jul,98,2,-1,0,unknown,False
322,28,services,single,secondary,no,126,no,no,cellular,7,jul,321,1,-1,0,unknown,False
323,46,blue-collar,married,secondary,no,942,no,no,cellular,18,nov,240,3,119,2,failure,False
324,59,retired,married,primary,no,4450,no,no,cellular,28,aug,106,3,-1,0,unknown,False
325,37,technician,single,tertiary,no,6101,no,no,cellular,6,feb,141,1,-1,0,unknown,True
326,45,retired,divorced,secondary,no,229,no,no,unknown,5,jun,181,2,-1,0,unknown,False
327,53,technician,married,primary,no,44,no,no,unknown,6,jun,256,1,-1,0,unknown,False
328,35,technician,married,secondary,no,580,yes,no,cellular,2,nov,180,2,171,1,failure,False
329,38,management,married,unknown,no,1759,yes,no,unknown,6,may,440,1,-1,0,unknown,False
330,48,blue-collar,married,primary,no,3886,no,no,cellular,11,aug,297,2,-1,0,unknown,False
331,30,technician,single,tertiary,no,411,no,no,cellular,26,may,111,1,35,1,failure,False
332,52,technician,married,secondary,no,371,yes,yes,cellular,21,apr,224,2,182,1,success,True
333,31,blue-collar,single,secondary,no,178,yes,no,cellular,15,may,415,1,360,5,failure,False
334,47,housemaid,married,primary,no,0,no,no,cellular,10,aug,1225,2,-1,0,unknown,False
335,25,admin.,single,secondary,no,304,no,no,unknown,16,may,523,3,-1,0,unknown,False
336,39,blue-collar,divorced,secondary,no,226,yes,no,unknown,20,may,221,2,-1,0,unknown,False
337,49,self-employed,single,tertiary,no,-341,no,yes,cellular,18,nov,920,2,-1,0,unknown,False
338,34,admin.,married,tertiary,no,79,yes,no,cellular,8,nov,120,2,95,6,success,False
339,56,technician,married,tertiary,no,1181,no,no,cellular,28,jan,186,1,433,1,failure,True
340,42,management,married,tertiary,no,478,no,yes,cellular,8,jul,165,1,-1,0,unknown,False
341,28,admin.,single,secondary,no,352,yes,yes,cellular,18,may,431,1,-1,0,unknown,True
342,32,blue-collar,single,secondary,no,574,yes,no,cellular,15,may,51,4,-1,0,unknown,False
343,49,blue-collar,married,secondary,no,787,yes,no,unknown,5,jun,280,1,-1,0,unknown,False
344,53,technician,married,secondary,no,100,no,no,cellular,13,aug,205,4,-1,0,unknown,False
345,34,management,married,tertiary,no,937,no,no,cellular,23,sep,405,1,391,3,failure,False
346,48,management,married,tertiary,no,3766,no,no,cellular,6,aug,206,2,-1,0,unknown,False
347,29,management,married,tertiary,no,6586,no,no,cellular,10,jul,176,1,-1,0,unknown,False
348,31,management,married,tertiary,no,877,no,no,cellular,9,sep,209,1,92,8,success,True
349,42,management,married,secondary,no,283,yes,no,cellular,18,nov,400,1,-1,0,unknown,False
350,35,blue-collar,single,secondary,no,218,yes,no,cellular,20,apr,93,4,-1,0,unknown,False
351,39,retired,married,secondary,no,-160,yes,no,unknown,11,jun,203,4,-1,0,unknown,False
352,42,management,married,unknown,no,6573,yes,no,cellular,7,jul,56,4,-1,0,unknown,False
353,53,technician,married,secondary,no,206,no,no,cellular,26,aug,87,6,-1,0,unknown,False
354,45,technician,married,secondary,no,4639,no,no,unknown,6,jun,82,2,-1,0,unknown,False
355,48,management,married,tertiary,no,500,yes,yes,cellular,5,feb,53,1,-1,0,unknown,False
356,40,admin.,married,secondary,no,67,no,no,cellular,21,nov,199,2,-1,0,unknown,False
357,40,blue-collar,married,secondary,no,5,no,no,cellular,26,mar,86,2,-1,0,unknown,False
358,30,management,single,tertiary,no,0,yes,yes,unknown,27,may,350,3,-1,0,unknown,False
359,31,self-employed,married,tertiary,no,259,yes,no,cellular,7,may,47,1,-1,0,unknown,False
360,66,housemaid,divorced,primary,no,3701,no,no,telephone,3,mar,834,1,-1,0,unknown,True
361,36,blue-collar,married,secondary,no,406,yes,no,unknown,8,may,826,3,-1,0,unknown,False
362,52,entrepreneur,married,primary,no,2138,no,no,unknown,17,jun,134,1,-1,0,unknown,False
363,49,blue-collar,married,secondary,no,1568,no,no,unknown,21,may,206,6,-1,0,unknown,False
364,31,services,married,secondary,no,238,yes,yes,unknown,9,may,156,2,-1,0,unknown,False
365,37,unemployed,married,secondary,no,80,no,no,cellular,3,feb,248,2,-1,0,unknown,False
366,60,retired,divorced,primary,no,-137,yes,no,cellular,22,jul,152,1,-1,0,unknown,False
367,52,services,divorced,secondary,no,43,yes,yes,cellular,11,may,131,2,-1,0,unknown,False
368,54,services,married,secondary,no,882,yes,no,cellular,18,may,217,1,-1,0,unknown,False
369,33,self-employed,married,tertiary,no,483,yes,no,cellular,3,feb,280,2,-1,0,unknown,False
370,30,management,married,tertiary,no,49,yes,yes,unknown,1,jul,359,1,-1,0,unknown,False
371,43,admin.,married,secondary,no,1138,no,no,cellular,16,apr,132,2,-1,0,unknown,False
372,35,self-employed,single,secondary,no,951,yes,no,cellular,19,nov,220,2,-1,0,unknown,False
373,28,management,married,tertiary,no,82,yes,yes,unknown,16,may,225,1,-1,0,unknown,False
374,24,blue-collar,single,primary,no,388,yes,no,cellular,15,may,193,2,-1,0,unknown,False
375,44,management,single,secondary,no,109,yes,no,cellular,20,apr,101,4,328,3,failure,False
376,51,blue-collar,married,secondary,no,145,no,yes,cellular,18,jul,313,1,-1,0,unknown,False
377,58,technician,divorced,secondary,no,797,yes,no,unknown,6,jun,134,2,-1,0,unknown,False
378,34,admin.,married,secondary,no,1406,yes,no,cellular,20,aug,63,2,85,1,success,True
379,56,management,married,tertiary,no,0,no,yes,unknown,20,jun,422,1,-1,0,unknown,True
380,57,blue-collar,married,primary,no,93,yes,no,telephone,17,apr,137,1,-1,0,unknown,False
381,56,retired,divorced,secondary,no,4,no,no,unknown,17,jun,135,1,-1,0,unknown,False
382,31,student,single,unknown,no,2144,yes,no,cellular,19,nov,282,2,-1,0,unknown,False
383,48,management,married,unknown,no,375,no,no,cellular,28,jan,290,3,-1,0,unknown,False
384,46,technician,married,tertiary,no,529,yes,yes,cellular,29,jul,208,2,-1,0,unknown,False
385,66,retired,married,secondary,no,4785,no,no,cellular,13,aug,72,3,-1,0,unknown,False
386,54,blue-collar,married,primary,no,3170,yes,no,telephone,16,apr,140,2,324,4,failure,False
387,31,technician,single,tertiary,no,3194,no,no,cellular,11,aug,140,2,-1,0,unknown,False
388,33,technician,married,secondary,no,557,no,no,cellular,4,may,367,1,-1,0,unknown,True
389,45,management,single,tertiary,no,4831,no,no,cellular,29,jan,479,11,-1,0,unknown,True
390,32,services,single,secondary,no,-198,yes,no,unknown,21,may,681,3,-1,0,unknown,True
391,33,management,divorced,tertiary,no,893,yes,no,cellular,29,jan,259,1,259,9,failure,False
392,45,technician,married,secondary,no,0,yes,yes,telephone,9,jul,74,1,-1,0,unknown,False
393,52,blue-collar,married,secondary,no,161,yes,no,unknown,13,may,274,2,-1,0,unknown,False
394,34,admin.,divorced,secondary,no,627,yes,no,unknown,7,may,283,2,-1,0,unknown,False
395,37,services,married,secondary,no,0,no,no,unknown,20,jun,12,14,-1,0,unknown,False
396,53,management,married,secondary,no,90,yes,no,telephone,20,apr,67,5,-1,0,unknown,False
397,64,management,married,tertiary,no,6251,no,no,telephone,5,feb,125,7,-1,0,unknown,False
398,36,technician,single,tertiary,no,1324,no,no,cellular,22,aug,85,2,-1,0,unknown,False
399,60,retired,divorced,secondary,no,-639,yes,no,cellular,15,may,585,1,-1,0,unknown,True
400,45,unknown,married,unknown,no,2834,no,no,cellular,4,aug,112,1,-1,0,unknown,False
401,53,services,married,secondary,no,341,no,no,cellular,12,aug,90,2,104,2,success,False
402,39,services,single,secondary,no,403,yes,no,cellular,7,may,1262,3,-1,0,unknown,True
403,32,blue-collar,married,secondary,no,-63,yes,no,unknown,30,may,198,1,-1,0,unknown,False
404,48,technician,married,secondary,no,42,yes,yes,cellular,17,nov,92,1,-1,0,unknown,False
405,41,unemployed,married,secondary,no,1077,yes,yes,telephone,9,dec,207,3,387,2,failure,True
406,55,admin.,single,secondary,no,645,no,no,telephone,10,jul,123,1,-1,0,unknown,False
407,71,retired,married,primary,no,2600,no,no,cellular,7,aug,212,1,-1,0,unknown,True
408,61,retired,married,primary,no,1742,no,no,cellular,11,sep,90,4,-1,0,unknown,False
409,51,services,married,secondary,no,5885,yes,no,cellular,15,may,172,1,-1,0,unknown,False
410,39,services,divorced,secondary,no,0,yes,yes,unknown,25,jun,93,2,-1,0,unknown,False
411,26,admin.,single,secondary,no,81,no,yes,cellular,10,jul,604,1,-1,0,unknown,False
412,40,blue-collar,married,primary,no,607,yes,no,unknown,19,jun,432,1,-1,0,unknown,False
413,56,admin.,married,secondary,no,11,no,no,unknown,13,may,42,3,-1,0,unknown,False
414,53,blue-collar,married,primary,no,2135,no,no,cellular,4,feb,152,2,-1,0,unknown,False
415,31,admin.,married,secondary,no,5,no,no,unknown,16,may,102,1,-1,0,unknown,False
416,49,blue-collar,single,primary,no,48,no,no,cellular,9,feb,433,3,-1,0,unknown,False
417,32,management,married,tertiary,no,2,yes,no,cellular,14,jul,79,3,-1,0,unknown,False
418,30,management,married,tertiary,no,265,yes,no,unknown,26,may,45,4,-1,0,unknown,False
419,36,technician,single,secondary,no,1614,yes,no,unknown,2,jun,164,1,-1,0,unknown,False
420,46,admin.,married,unknown,no,5511,no,no,cellular,26,jul,414,2,389,1,success,True
421,41,housemaid,married,tertiary,no,783,yes,no,unknown,30,may,130,2,-1,0,unknown,False
422,32,blue-collar,single,secondary,no,116,no,no,unknown,14,may,392,1,-1,0,unknown,False
423,33,entrepreneur,single,tertiary,no,99,no,yes,cellular,31,jul,192,3,-1,0,unknown,False
424,44,blue-collar,married,secondary,no,6491,yes,no,cellular,19,nov,126,2,174,1,failure,False
425,44,technician,single,secondary,no,-27,yes,yes,unknown,14,may,100,3,-1,0,unknown,False
426,34,self-employed,married,secondary,no,47,no,no,cellular,4,feb,362,2,169,2,failure,False
427,44,services,married,secondary,no,-230,yes,yes,unknown,27,may,99,1,-1,0,unknown,False
428,46,blue-collar,married,primary,no,580,yes,no,telephone,4,feb,30,2,-1,0,unknown,False
429,71,retired,divorced,primary,no,275,no,no,cellular,14,jun,293,1,425,1,success,True
430,36,self-employed,married,secondary,no,189,yes,no,cellular,22,jul,632,1,-1,0,unknown,False
431,38,blue-collar,married,primary,no,1495,yes,no,unknown,2,jun,74,3,-1,0,unknown,False
432,29,student,single,tertiary,no,5,no,no,cellular,15,jul,889,5,-1,0,unknown,True
433,49,management,single,tertiary,no,11,no,no,cellular,22,aug,251,2,-1,0,unknown,False
434,49,technician,married,tertiary,no,6138,no,no,unknown,20,jun,100,3,-1,0,unknown,False
435,34,blue-collar,married,secondary,no,328,yes,yes,cellular,21,nov,18,7,-1,0,unknown,False
436,39,technician,married,secondary,no,7313,yes,no,unknown,20,may,99,1,-1,0,unknown,False
437,28,technician,single,tertiary,no,4253,yes,no,cellular,4,feb,336,6,-1,0,unknown,False
438,35,technician,single,secondary,yes,-30,no,no,cellular,28,aug,32,2,-1,0,unknown,False
439,30,admin.,married,secondary,no,32,yes,yes,cellular,22,jul,163,1,-1,0,unknown,False
440,58,management,married,tertiary,no,5942,no,no,cellular,12,aug,64,2,-1,0,unknown,False
441,52,management,married,primary,no,740,no,no,unknown,16,jun,206,1,-1,0,unknown,False
442,41,technician,married,secondary,no,2185,yes,no,cellular,7,apr,157,4,309,4,other,False
443,36,blue-collar,married,secondary,no,0,no,no,unknown,8,may,338,2,-1,0,unknown,False
444,54,housemaid,married,primary,no,3151,no,no,unknown,18,jun,350,7,-1,0,unknown,False
445,31,management,single,tertiary,no,2007,yes,no,unknown,20,may,253,1,-1,0,unknown,False
446,69,admin.,married,secondary,no,813,no,no,telephone,28,sep,237,2,-1,0,unknown,False
447,45,blue-collar,married,primary,no,446,yes,no,unknown,28,may,51,1,-1,0,unknown,False
448,20,student,single,unknown,no,829,no,no,cellular,9,jul,253,2,-1,0,unknown,True
449,52,blue-collar,divorced,primary,no,-57,yes,no,unknown,7,may,114,3,-1,0,unknown,False
450,34,management,single,tertiary,no,872,yes,no,unknown,7,may,105,2,-1,0,unknown,False
451,34,blue-collar,married,secondary,no,699,yes,yes,cellular,31,jul,576,10,-1,0,unknown,False
452,50,services,married,secondary,no,77,no,no,cellular,27,may,138,2,-1,0,unknown,False
453,50,entrepreneur,married,primary,no,199,no,no,cellular,11,may,228,2,363,2,failure,False
454,43,technician,divorced,secondary,no,6835,no,no,unknown,20,jun,262,2,-1,0,unknown,False
455,46,management,married,tertiary,no,-591,no,no,cellular,9,jul,126,1,-1,0,unknown,False
456,47,admin.,married,secondary,no,3936,yes,no,telephone,31,jul,15,2,-1,0,unknown,False
457,54,housemaid,married,primary,no,179,no,no,cellular,22,aug,132,2,-1,0,unknown,False
458,33,blue-collar,married,secondary,no,889,yes,no,unknown,18,sep,13,1,373,6,success,False
459,35,management,divorced,tertiary,no,146,no,no,cellular,20,nov,392,2,106,2,success,False
460,54,self-employed,divorced,secondary,no,1374,yes,no,unknown,15,may,74,2,-1,0,unknown,False
461,29,technician,single,secondary,no,674,no,no,cellular,30,apr,483,1,13,5,success,True
462,32,technician,single,secondary,no,-5,no,yes,cellular,26,aug,300,4,-1,0,unknown,False
463,39,technician,single,secondary,no,316,no,no,cellular,8,aug,100,1,-1,0,unknown,False
464,56,housemaid,married,secondary,no,619,yes,no,telephone,21,jul,65,1,-1,0,unknown,False
465,43,blue-collar,married,secondary,no,607,yes,no,unknown,26,may,172,2,-1,0,unknown,False
466,43,management,divorced,tertiary,no,9,yes,no,cellular,26,aug,89,5,401,1,failure,False
467,56,management,divorced,tertiary,no,-141,no,no,cellular,28,jul,101,4,-1,0,unknown,False
468,36,blue-collar,married,primary,no,-327,yes,yes,unknown,23,may,691,1,-1,0,unknown,False
469,29,admin.,single,secondary,no,1261,no,no,cellular,5,feb,605,1,-1,0,unknown,False
470,38,self-employed,married,secondary,no,215,yes,no,cellular,20,nov,70,1,167,1,failure,False
471,30,services,single,tertiary,no,717,yes,yes,cellular,15,may,116,1,-1,0,unknown,False
472,31,management,single,tertiary,no,533,no,no,cellular,11,feb,144,1,91,9,success,True
473,34,technician,single,tertiary,yes,-1,no,no,cellular,27,aug,787,13,-1,0,unknown,False
474,40,admin.,single,tertiary,no,283,yes,no,cellular,20,apr,222,1,153,4,failure,False
475,36,management,married,tertiary,no,2823,no,no,unknown,9,jun,411,2,-1,0,unknown,False
476,35,blue-collar,married,secondary,no,229,no,no,unknown,26,may,435,3,-1,0,unknown,False
477,36,blue-collar,married,secondary,no,108,yes,no,cellular,5,may,348,1,-1,0,unknown,False
478,27,admin.,married,secondary,no,941,yes,no,cellular,11,jul,124,1,-1,0,unknown,False
479,56,retired,married,secondary,no,2330,no,no,cellular,8,may,209,1,-1,0,unknown,False
480,44,technician,single,secondary,no,59,yes,no,cellular,18,may,9,4,341,19,failure,False
481,40,admin.,married,unknown,no,3557,yes,no,unknown,29,may,332,1,-1,0,unknown,False
482,65,retired,divorced,primary,no,1840,no,no,cellular,1,sep,191,2,92,7,failure,False
483,29,self-employed,married,tertiary,yes,0,yes,yes,unknown,5,jun,399,3,-1,0,unknown,False
484,38,blue-collar,single,unknown,no,495,yes,no,unknown,8,may,297,1,-1,0,unknown,False
485,39,self-employed,married,tertiary,no,-3058,yes,yes,cellular,17,apr,882,3,-1,0,unknown,True
486,23,student,single,secondary,no,4409,yes,no,unknown,4,jun,299,1,-1,0,unknown,False
487,31,blue-collar,single,secondary,no,184,yes,no,cellular,15,may,178,1,-1,0,unknown,False
488,48,management,married,secondary,no,161,yes,no,unknown,5,may,224,3,-1,0,unknown,False
489,34,technician,divorced,secondary,no,0,yes,yes,cellular,18,aug,374,16,-1,0,unknown,False
490,35,entrepreneur,single,tertiary,no,16,no,no,cellular,17,nov,158,2,-1,0,unknown,False
491,36,admin.,married,secondary,no,419,yes,no,telephone,12,may,291,5,-1,0,unknown,False
492,49,admin.,married,secondary,no,909,yes,no,cellular,9,apr,730,1,-1,0,unknown,False
493,27,services,single,secondary,no,6279,yes,no,cellular,9,nov,257,1,-1,0,unknown,False
494,51,admin.,single,tertiary,no,394,no,no,telephone,28,jan,968,2,-1,0,unknown,True
495,47,services,married,primary,no,504,no,yes,unknown,18,jun,156,3,-1,0,unknown,False
496,58,management,divorced,tertiary,no,26831,no,no,cellular,11,feb,56,18,-1,0,unknown,False
497,35,technician,single,secondary,no,2144,yes,no,unknown,13,may,188,2,-1,0,unknown,False
498,37,technician,married,secondary,no,588,yes,no,cellular,14,aug,65,4,-1,0,unknown,False
499,44,technician,married,secondary,no,858,no,no,unknown,30,may,567,2,-1,0,unknown,False
500,40,services,married,primary,no,44,yes,no,unknown,16,may,144,1,-1,0,unknown,False
501,38,unknown,married,unknown,no,124,yes,no,unknown,20,may,37,13,-1,0,unknown,False
502,40,technician,married,secondary,no,372,yes,no,cellular,13,aug,100,2,-1,0,unknown,False
503,43,management,divorced,tertiary,no,1,yes,no,unknown,6,may,306,1,-1,0,unknown,False
504,29,management,single,tertiary,no,4210,yes,no,cellular,18,may,119,1,-1,0,unknown,False
505,28,unemployed,married,tertiary,no,264,yes,no,unknown,21,may,443,2,-1,0,unknown,False
506,27,blue-collar,single,secondary,no,672,yes,no,unknown,23,may,164,1,-1,0,unknown,False
